#-----------------------------------------------------------
# Vivado v2018.3 (64-bit)
# SW Build 2405991 on Thu Dec  6 23:38:27 MST 2018
# IP Build 2404404 on Fri Dec  7 01:43:56 MST 2018
# Start of session at: Mon Dec 15 22:56:22 2025
# Process ID: 33272
# Current directory: E:/Code/CPU_Design/HFUT_2020_MIPS_CPU/project
# Command line: vivado.exe -mode batch -source run.tcl
# Log file: E:/Code/CPU_Design/HFUT_2020_MIPS_CPU/project/vivado.log
# Journal file: E:/Code/CPU_Design/HFUT_2020_MIPS_CPU/project\vivado.jou
#-----------------------------------------------------------
source run.tcl
# open_project "E:\\Code\\CPU_Design\\HFUT_2020_MIPS_CPU\\project\\project.xpr"
Scanning sources...
Finished scanning sources
# launch_simulation -simset sim_1
INFO: [Vivado 12-5682] Launching behavioral simulation in 'E:/Code/CPU_Design/HFUT_2020_MIPS_CPU/project/project.sim/sim_1/behav/xsim'
INFO: [SIM-utils-51] Simulation object is 'sim_1'
INFO: [SIM-utils-54] Inspecting design source files for 'mips_tb' in fileset 'sim_1'...
INFO: [USF-XSim-97] Finding global include files...
INFO: [USF-XSim-98] Fetching design files from 'sim_1'...
INFO: [USF-XSim-2] XSim::Compile design
INFO: [USF-XSim-61] Executing 'COMPILE and ANALYZE' step in 'E:/Code/CPU_Design/HFUT_2020_MIPS_CPU/project/project.sim/sim_1/behav/xsim'
"xvlog --incr --relax -prj mips_tb_vlog.prj"
INFO: [USF-XSim-69] 'compile' step finished in '1' seconds
INFO: [USF-XSim-3] XSim::Elaborate design
INFO: [USF-XSim-61] Executing 'ELABORATE' step in 'E:/Code/CPU_Design/HFUT_2020_MIPS_CPU/project/project.sim/sim_1/behav/xsim'
Vivado Simulator 2018.3
Copyright 1986-1999, 2001-2018 Xilinx, Inc. All Rights Reserved.
Running: D:/Xilinx/Vivado/2018.3/bin/unwrapped/win64.o/xelab.exe -wto e6f7202c585f498eb4e5ec9ab3b2b493 --incr --debug typical --relax --mt 2 -L xil_defaultlib -L unisims_ver -L unimacro_ver -L secureip --snapshot mips_tb_behav xil_defaultlib.mips_tb xil_defaultlib.glbl -log elaborate.log 
Using 2 slave threads.
Starting static elaboration
Completed static elaboration
INFO: [XSIM 43-4323] No Change in HDL. Linking previously generated obj files to create kernel
INFO: [USF-XSim-69] 'elaborate' step finished in '1' seconds
INFO: [USF-XSim-4] XSim::Simulate design
INFO: [USF-XSim-61] Executing 'SIMULATE' step in 'E:/Code/CPU_Design/HFUT_2020_MIPS_CPU/project/project.sim/sim_1/behav/xsim'
INFO: [USF-XSim-98] *** Running xsim
@00003048: $ 4 <= 00000253
@00003050: $ 2 <= 00300000
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 00600000
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 00000254
@00003050: $ 2 <= 00600000
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 00c00000
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 00000255
@00003050: $ 2 <= 00c00000
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 01800000
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 00000256
@00003050: $ 2 <= 01800000
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 03000000
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 00000257
@00003050: $ 2 <= 03000000
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 06000000
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 00000258
@00003050: $ 2 <= 06000000
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 0c000000
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 00000259
@00003050: $ 2 <= 0c000000
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 18000000
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 0000025a
@00003050: $ 2 <= 18000000
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 30000000
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 0000025b
@00003050: $ 2 <= 30000000
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 60000000
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 0000025c
@00003050: $ 2 <= 60000000
@00003034: $ 3 <= 00000001
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000001
@00003040: $ 2 <= c0000000
@00003044: $ 3 <= 00000001
@00003048: $ 4 <= 0000025d
@00003050: $ 2 <= c0000001
@00003034: $ 3 <= 00000003
@00003038: $ 6 <= 00000001
@0000303c: $ 3 <= 00000001
@00003040: $ 2 <= 80000002
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 0000025e
@00003050: $ 2 <= 80000002
@00003034: $ 3 <= 00000002
@00003038: $ 6 <= 00000001
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 00000004
@00003044: $ 3 <= 00000001
@00003048: $ 4 <= 0000025f
@00003050: $ 2 <= 00000005
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 0000000a
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 00000260
@00003050: $ 2 <= 0000000a
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 00000014
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 00000261
@00003050: $ 2 <= 00000014
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 00000028
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 00000262
@00003050: $ 2 <= 00000028
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 00000050
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 00000263
@00003050: $ 2 <= 00000050
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 000000a0
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 00000264
@00003050: $ 2 <= 000000a0
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 00000140
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 00000265
@00003050: $ 2 <= 00000140
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 00000280
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 00000266
@00003050: $ 2 <= 00000280
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 00000500
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 00000267
@00003050: $ 2 <= 00000500
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 00000a00
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 00000268
@00003050: $ 2 <= 00000a00
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 00001400
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 00000269
@00003050: $ 2 <= 00001400
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 00002800
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 0000026a
@00003050: $ 2 <= 00002800
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 00005000
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 0000026b
@00003050: $ 2 <= 00005000
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 0000a000
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 0000026c
@00003050: $ 2 <= 0000a000
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 00014000
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 0000026d
@00003050: $ 2 <= 00014000
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 00028000
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 0000026e
@00003050: $ 2 <= 00028000
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 00050000
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 0000026f
@00003050: $ 2 <= 00050000
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 000a0000
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 00000270
@00003050: $ 2 <= 000a0000
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 00140000
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 00000271
@00003050: $ 2 <= 00140000
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 00280000
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 00000272
@00003050: $ 2 <= 00280000
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 00500000
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 00000273
@00003050: $ 2 <= 00500000
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 00a00000
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 00000274
@00003050: $ 2 <= 00a00000
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 01400000
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 00000275
@00003050: $ 2 <= 01400000
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 02800000
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 00000276
@00003050: $ 2 <= 02800000
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 05000000
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 00000277
@00003050: $ 2 <= 05000000
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 0a000000
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 00000278
@00003050: $ 2 <= 0a000000
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 14000000
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 00000279
@00003050: $ 2 <= 14000000
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 28000000
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 0000027a
@00003050: $ 2 <= 28000000
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 50000000
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 0000027b
@00003050: $ 2 <= 50000000
@00003034: $ 3 <= 00000001
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000001
@00003040: $ 2 <= a0000000
@00003044: $ 3 <= 00000001
@00003048: $ 4 <= 0000027c
@00003050: $ 2 <= a0000001
@00003034: $ 3 <= 00000002
@00003038: $ 6 <= 00000001
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 40000002
@00003044: $ 3 <= 00000001
@00003048: $ 4 <= 0000027d
@00003050: $ 2 <= 40000003
@00003034: $ 3 <= 00000001
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000001
@00003040: $ 2 <= 80000006
@00003044: $ 3 <= 00000001
@00003048: $ 4 <= 0000027e
@00003050: $ 2 <= 80000007
@00003034: $ 3 <= 00000002
@00003038: $ 6 <= 00000001
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 0000000e
@00003044: $ 3 <= 00000001
@00003048: $ 4 <= 0000027f
@00003050: $ 2 <= 0000000f
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 0000001e
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 00000280
@00003050: $ 2 <= 0000001e
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 0000003c
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 00000281
@00003050: $ 2 <= 0000003c
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 00000078
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 00000282
@00003050: $ 2 <= 00000078
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 000000f0
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 00000283
@00003050: $ 2 <= 000000f0
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 000001e0
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 00000284
@00003050: $ 2 <= 000001e0
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 000003c0
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 00000285
@00003050: $ 2 <= 000003c0
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 00000780
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 00000286
@00003050: $ 2 <= 00000780
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 00000f00
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 00000287
@00003050: $ 2 <= 00000f00
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 00001e00
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 00000288
@00003050: $ 2 <= 00001e00
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 00003c00
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 00000289
@00003050: $ 2 <= 00003c00
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 00007800
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 0000028a
@00003050: $ 2 <= 00007800
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 0000f000
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 0000028b
@00003050: $ 2 <= 0000f000
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 0001e000
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 0000028c
@00003050: $ 2 <= 0001e000
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 0003c000
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 0000028d
@00003050: $ 2 <= 0003c000
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 00078000
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 0000028e
@00003050: $ 2 <= 00078000
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 000f0000
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 0000028f
@00003050: $ 2 <= 000f0000
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 001e0000
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 00000290
@00003050: $ 2 <= 001e0000
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 003c0000
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 00000291
@00003050: $ 2 <= 003c0000
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 00780000
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 00000292
@00003050: $ 2 <= 00780000
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 00f00000
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 00000293
@00003050: $ 2 <= 00f00000
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 01e00000
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 00000294
@00003050: $ 2 <= 01e00000
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 03c00000
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 00000295
@00003050: $ 2 <= 03c00000
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 07800000
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 00000296
@00003050: $ 2 <= 07800000
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 0f000000
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 00000297
@00003050: $ 2 <= 0f000000
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 1e000000
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 00000298
@00003050: $ 2 <= 1e000000
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 3c000000
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 00000299
@00003050: $ 2 <= 3c000000
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 78000000
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 0000029a
@00003050: $ 2 <= 78000000
@00003034: $ 3 <= 00000001
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000001
@00003040: $ 2 <= f0000000
@00003044: $ 3 <= 00000001
@00003048: $ 4 <= 0000029b
@00003050: $ 2 <= f0000001
@00003034: $ 3 <= 00000003
@00003038: $ 6 <= 00000001
@0000303c: $ 3 <= 00000001
@00003040: $ 2 <= e0000002
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 0000029c
@00003050: $ 2 <= e0000002
@00003034: $ 3 <= 00000003
@00003038: $ 6 <= 00000001
@0000303c: $ 3 <= 00000001
@00003040: $ 2 <= c0000004
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 0000029d
@00003050: $ 2 <= c0000004
@00003034: $ 3 <= 00000003
@00003038: $ 6 <= 00000001
@0000303c: $ 3 <= 00000001
@00003040: $ 2 <= 80000008
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 0000029e
@00003050: $ 2 <= 80000008
@00003034: $ 3 <= 00000002
@00003038: $ 6 <= 00000001
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 00000010
@00003044: $ 3 <= 00000001
@00003048: $ 4 <= 0000029f
@00003050: $ 2 <= 00000011
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 00000022
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 000002a0
@00003050: $ 2 <= 00000022
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 00000044
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 000002a1
@00003050: $ 2 <= 00000044
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 00000088
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 000002a2
@00003050: $ 2 <= 00000088
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 00000110
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 000002a3
@00003050: $ 2 <= 00000110
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 00000220
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 000002a4
@00003050: $ 2 <= 00000220
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 00000440
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 000002a5
@00003050: $ 2 <= 00000440
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 00000880
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 000002a6
@00003050: $ 2 <= 00000880
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 00001100
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 000002a7
@00003050: $ 2 <= 00001100
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 00002200
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 000002a8
@00003050: $ 2 <= 00002200
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 00004400
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 000002a9
@00003050: $ 2 <= 00004400
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 00008800
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 000002aa
@00003050: $ 2 <= 00008800
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 00011000
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 000002ab
@00003050: $ 2 <= 00011000
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 00022000
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 000002ac
@00003050: $ 2 <= 00022000
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 00044000
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 000002ad
@00003050: $ 2 <= 00044000
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 00088000
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 000002ae
@00003050: $ 2 <= 00088000
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 00110000
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 000002af
@00003050: $ 2 <= 00110000
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 00220000
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 000002b0
@00003050: $ 2 <= 00220000
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 00440000
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 000002b1
@00003050: $ 2 <= 00440000
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 00880000
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 000002b2
@00003050: $ 2 <= 00880000
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 01100000
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 000002b3
@00003050: $ 2 <= 01100000
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 02200000
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 000002b4
@00003050: $ 2 <= 02200000
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 04400000
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 000002b5
@00003050: $ 2 <= 04400000
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 08800000
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 000002b6
@00003050: $ 2 <= 08800000
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 11000000
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 000002b7
@00003050: $ 2 <= 11000000
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 22000000
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 000002b8
@00003050: $ 2 <= 22000000
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 44000000
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 000002b9
@00003050: $ 2 <= 44000000
@00003034: $ 3 <= 00000001
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000001
@00003040: $ 2 <= 88000000
@00003044: $ 3 <= 00000001
@00003048: $ 4 <= 000002ba
@00003050: $ 2 <= 88000001
@00003034: $ 3 <= 00000002
@00003038: $ 6 <= 00000001
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 10000002
@00003044: $ 3 <= 00000001
@00003048: $ 4 <= 000002bb
@00003050: $ 2 <= 10000003
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
